targetName,score,date,S_score,title,isTarget,L_score,content
,15,2016-12-02 00:06:21,0,[其他]2016年台灣20大國際品牌 華碩連續4年第一,0,0,"
"
,29,2016-12-01 23:35:36,0,[新聞] 保單給付暴增 壽險業急了,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,51,2016-12-01 23:28:34,0,[請益] 美元升息 QE140兆 回去，台灣會怎樣？,0,0,"
美國三次QE 總購買 公債約4.36兆美金，折合台幣約140兆，約台灣一整年預算超過100年
！

美國QE期間，外資流入台股約1.5兆台幣，若升息撤出台股，台股會崩盤嗎？

房地產也會崩盤嗎？

台灣，在美國升息後，資金回歸美國，台灣會怎樣？

--
"
,6,2016-12-01 22:36:44,0,[公告] tsmc1違反板規1-1-8&4-0水桶一個月,0,0,"
主旨：tsmc1違反板規1-1-8&4-0水桶一個月

類型：股板簡字號20161201-0

說明：板主查察板面標的文自刪，經板主檢視發文紀錄發現

      "
,39,2016-12-01 20:54:12,0,[其他] 105年12月01日信用交易統計,0,0,"
105年12月01日信用交易統計

項目             買進        賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  335,954    305,408      5,422       8,556,481      8,581,605
融券(交易單位)  25,458     29,278       1,598       512,226        514,448
融資金額(仟元)  4,815,770  4,427,061    73,422      128,621,853    128,937,140


"
,24,2016-12-01 19:09:27,0,[新聞] 銷售TRF疏失 金管會罰星展1000萬台新800,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,43,2016-12-01 19:02:28,0,[請益] 石油ETF要怎麼看,0,0,"

請教各位先進

像今天00642U漲約6趴 兩倍正向漲10幾趴

是因為OPEC減產的關係 我早上看新聞才知道

9點開盤已經跳空上漲 肉沒了剩湯不敢追高

請教各位股神 以這次的事件來看

我們台灣時間約幾點可以看到指數大漲

像IPATH高盛原油指數 NYM原油 NYM熱油三者 差別在哪

他們與元大石油ETf關聯性

以及指數網頁更新的時間差（像高盛原油更新速度似乎沒那麼快？）







-----
Sent from JPTT on my Samsung SM-G930F.

--
"
,2,2016-12-01 18:43:40,0,[請益]關於標借費金額,0,0,"

星期一空了2張股票
當天並無標借費
星期二營業員打來說有標借費一張5元
星期三營業員打來說有標借費一張8元
今天營業員沒打來，打去說說無標借費
請問有標借費的算法?
另外星期一券商有券，但星期二、三下單頁面變轉融通
今天去看變停券
是因轉融通的關係麻?
請問轉融通和停券的差別是?

--
"
,7,2016-12-01 18:26:29,0,[新聞] 空巴將掀換機潮，漢翔、寶一可望受惠,0,0,"

空巴將掀換機潮，漢翔、寶一可望受惠


1.原文連結(超過一行或過長必須縮網址)：

"
,5,2016-12-01 18:24:57,0,[新聞] 漢翔董座廖榮鑫稱，有信心爭取國機國造訂,0,0,"

漢翔董座廖榮鑫稱，有信心爭取國機國造訂單，盼明年業績穩定成長

1.原文連結(超過一行或過長必須縮網址)：

"
,7,2016-12-01 18:22:28,0,[新聞] 《傳產》漢翔：精實體質、提升競爭，航,0,0,"
《傳產》漢翔：精實體質、提升競爭，航太業唯一王道

1.原文連結(超過一行或過長必須縮網址)：

"
,73,2016-12-01 18:06:18,0,[新聞] 接手興航記者會　張國政爆：林明昇要我開,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,36,2016-12-01 17:22:29,0,[新聞]三星、高通遭控侵犯專利 台積電恐遭殃 ,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,58,2016-12-01 14:42:29,0,Re: [新聞] 張國政鬧劇 資料送調查,0,0,"

請教

張國政這樣搞他有賺到嗎?

前天他買跌停後，收盤漲停，當天應該不能現沖?

後來又連續跌停兩天，賣不掉

看起來明天還是跌停

感覺他還賠蠻多的，他這樣做的目的是?

有卦嗎?



"
,32,2016-12-01 14:22:21,0,Re: [標的] 中碳    怎麼了,1,32,"
"
,642,2016-12-01 14:00:00,0,[閒聊] 2016/12/01 盤後閒聊,0,0,"
"
,45,2016-12-01 13:24:57,0,[新聞] 樂陞案　百億大盜楊瑞仁認罪了,0,0,"



1.原文連結(超過一行或過長必須縮網址)：

"
,36,2016-12-01 13:18:53,0,Re: [標的] 5201凱衛,1,36,"
"
,8,2016-12-01 12:46:36,0,[新聞] 西進水泥業 旺到明年Q1,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,7,2016-12-01 12:17:21,0,Re: [新聞] 易威帕金森式貼片臨床報喜 股價慶祝,0,0,"


  生技股真的很夢幻的行業

  我觀察好久生技業

  每次只要有一家有好消息

  其他的公司都會同步大漲

  一點關係也沒有的也猛漲

  虧到死的也是

  根本是賭博行業

  所以現在都只看看

  那天傳出壞消息不就大家一起大跌

  有夠恐怖

  我在生技也虧了四萬多

  真慘

--
"
,25,2016-12-01 12:01:26,0,[新聞] 涉嫌影響興航股價北檢傳喚張國政、林明昇,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,2,2016-12-01 11:25:40,0,[新聞] 易威帕金森式貼片臨床報喜 股價慶祝,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,12,2016-12-01 09:58:00,0,[新聞] 彭博資訊專欄／OPEC的算盤…讓油價微妙,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,15,2016-12-01 09:54:20,0,[新聞] OPEC為何有能耐讓油價狂漲？4個Q&A速懂,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,18,2016-12-01 09:50:45,0,[新聞] OPEC達減產共識油價急彈8%,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,59,2016-12-01 09:39:35,0,"[其他] 蘋果未來十年令人擔憂, 影響遍及整體產業",0,0,"
"
,75,2016-11-30 22:04:44,0,[新聞] 興航3件事違規 證交所再開罰23萬元,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,37,2016-11-30 22:01:55,0,[新聞] 伊拉克：OPEC部長一致認為該減產 油價應,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,20,2016-11-30 22:00:54,0,Re: [標的] 3455 由田,1,20,"
"
,21,2016-11-30 21:07:58,0,[新聞]外資搶進!!!5469瀚宇博創逾5年高價,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,14,2016-11-30 21:02:45,0,[公告] Stock 樂透開獎 ,0,0,"
樂透說明
"
,305,2016-11-30 20:52:49,0,[新聞]抓到! 張國政當顧問私募基金出清興航持股,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,32,2016-11-30 20:46:48,0,[其他] 105年11月30日信用交易統計,0,0,"
105年11月30日信用交易統計

項目             買進        賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  340,272    274,033      10,051      8,500,295      8,556,483
融券(交易單位)  21,939     28,766       1,471       506,870        512,226
融資金額(仟元)  5,020,142  4,313,165    191,525     128,109,807    128,625,259


"
,23,2016-11-30 19:29:19,0,Re: [請益] 有人用台銀證券的下單app嗎,0,0,"
買賣股票扣款或是入款都是N＋2天

譬如說你今天買了一張鴻海

那就會在後天也就是禮拜五的上午扣款


那如果是這禮拜五買的話呢？

如果您禮拜五買一張鴻海

那就會在下週二上午扣款


如果是這禮拜四買一張鴻海的話呢？

那就會在下禮拜一的上午扣款


感謝您

--
"
,82,2016-11-30 18:40:32,0,[請益] 有人用台銀證券的下單app嗎,0,0,"
昨天第一次用 app的委託下單

買了鴻海

"
,41,2016-11-30 12:21:45,0,[新聞] 台股6大利多護體 投信看好作夢行情,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,196,2016-11-30 15:14:28,0,[新聞] 證交所董座:已送檢調 朝意圖影響股價偵辦,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,117,2016-11-30 16:43:48,0,[新聞] 張國政影響興航股價 證交所：恐犯2重罪,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,199,2016-11-30 11:59:55,0,[新聞] 復興航空豬羊變色！ 網民怒嗆主管機關...,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,231,2016-11-30 11:39:06,0,[新聞] 今稱不承接興航　張國政：我是要活化恆春,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,12,2016-11-30 11:22:38,0,[新聞] 新Macbook訂單增溫，新日興明年營運可望,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,219,2016-11-30 10:47:42,0,[新聞] 張國政上午11時10分開記者會 說明接手興,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,42,2016-11-30 10:21:31,0,[新聞] 資金不足，興航24億元ECB還不出來,0,0,"



1.原文連結(超過一行或過長必須縮網址)：

"
,77,2016-11-30 09:17:55,0,[公告] ecstasy1遭板主砍文三篇水桶一個月,0,0,"
主旨：ecstasy1遭板主砍文達三篇，水桶一個月+退文

"
,1156,2016-11-30 08:30:01,0,[閒聊] 2016/11/30 盤中閒聊,0,0,"
=============105/11/29 台股資訊重點整理，供股民做投資參考=============
"
,110,2016-11-30 08:09:55,0,[新聞] 復興員工至民航局抗議 盼勿收回航權,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,25,2016-11-30 00:18:28,0,[新聞]105年10月份景氣概況,0,0,"
-------------------------------------------------------------------------
1.發文前請先詳閱[新聞]分類發文規範，未依規範發文將受處份。
2.連結過長請善用 "
,2,2016-11-29 23:59:22,0,Re: [請益] 陸股ETF的淨值,0,0,"


ETF的部分要去看發行投信公司該檔標的所持有的內容物,以00637L為例,請參閱以下網址:

"
,0,2016-11-29 22:36:09,0,Re: [新聞] ECB坦承低利率助長金融風險，憂歐洲八國,0,0,"
"
,153,2016-11-29 22:34:42,0,[新聞] 興航航權收回在即 員工夜襲民航局,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,15,2016-11-29 21:52:20,0,[新聞] ECB坦承低利率助長金融風險，憂歐洲八國,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,36,2016-11-29 21:48:11,0,Re: [新聞] 智易(3596)下半年營運稍淡，全年拼新高,0,0,"
這檔今天早盤跟著其他網通一起漲衝過季線

看起來一副就是要突破這一個多月的盤整了了

新聞:陸衝刺5G，網通廠摩拳擦掌
"
,48,2016-11-30 14:45:59,0,[其他] 105年11月30日三大法人買賣金額統計表,0,0,"
"
,68,2016-11-30 14:44:37,0,[新聞] 不接興航  張國煒要籌組  星宇航空,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,77,2016-11-30 14:34:38,0,[新聞]全不懂航空！張國政狠批林全等4人 ,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,9,2016-11-30 14:26:15,0,[請益] 想問一下這支股票為何是全額交割股?,0,0,"
"
,749,2016-12-01 08:33:17,0,[閒聊] 2016/12/01 盤中閒聊,0,0,"
=============105/11/30 台股資訊重點整理，供股民做投資參考=============
"
,170,2016-12-01 08:11:13,0,[新聞]群創48人跳槽 郭董怒寄存證信函 ,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,73,2016-12-01 06:24:12,0,[新聞] 張國政鬧劇 資料送調查,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,80,2016-11-30 23:39:33,0,[新聞] 影響興航股價幫基金出貨？　張國政全否認,0,0,"

1.原文連結(超過一行或過長必須縮網址)：
"
,6,2016-12-01 17:20:46,0,Re: [標的] 4974 亞泰 1457 宜進,1,6,"
"
,96,2016-12-01 17:18:27,0,[請益] 有人一直打電話來叫我買股票,0,0,"
初次來到股版
從來沒碰過股票也什麼都不了解

但最近有某位先生一直打來推薦我買德瑪凱的股票
股票代號：7429
這隻真的有那麼好嗎？
好到他可以講快一小時 就是在說服我買


網路上查不到什麼相關資料
所以才來請問各位大大

腦波弱的我該買嗎？

--
"
,41,2016-12-01 14:54:20,0,[新聞] 亞洲買油 不再獨鍾OPEC,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,30,2016-12-01 14:46:35,0,[其他] 105年12月01日三大法人買賣金額統計表,0,0,"
"
,34,2016-12-02 06:59:01,0,Re: [標的] 2892 第一金,1,34,"
其實玉山金也不錯ㄟ，賺的不比第一金少，

另外還有華南金，現在股價也偏低，

而永豐金今年賺的比去年少很多，

大家持有的標的是集中在某一檔？

還是分散？

只持有一家勢必又會扣到健保補充保費


--
"
,67,2016-12-02 02:35:25,0,Re: [新聞] 保單給付暴增 壽險業急了,0,0,"
"
,4,2016-12-02 01:07:28,0,[請益] 持有個股每日股價,0,0,"

由於自己有每天紀錄所持股票賺賠情況
用富邦e01匯出當日未實現損益來做表格
可是這個方法當天沒做就查不到前幾天的紀錄了...

不知道有沒有輸入個股代碼以及買入價格就能幫忙算出每日損益的軟體?

因為前兩天的資料漏記了
想問有沒有比較推薦的方式?

--
"
,1,2016-12-02 00:36:36,0,Re: [新聞] 保單給付暴增 壽險業急了,0,0,"
"
,21,2016-12-02 17:48:31,0,Re: [新聞] 國泰金特別股,0,0,"
"
,160,2016-12-02 17:35:20,0,[新聞] 陸防資本外逃 外企可匯出資金上限遭砍9成,0,0,"
1.原文連結："
,32,2016-12-02 15:48:29,0,Re: [標的] 8074鉅橡,1,32,"
"
,6,2016-12-03 21:11:17,0,[新聞] 惠譽：OPEC減產協議有利於提振油價，落,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,37,2016-12-03 17:27:13,0,[新聞] 張國政幫復興航空出貨？金管會：私募股?-,0,0,"

1.原文連結(超過一行或過長必須縮網址)：

"
,20,2016-12-03 16:10:12,0,[新聞] 《半導體》價格看漲到下季，南亞科、華邦電受惠,0,0,"
-------------------------------------------------------------------------
1.發文前請先詳閱[新聞]分類發文規範，未依規範發文將受處份。
2.連結過長請善用 "
,34,2016-12-03 15:25:09,0,Re: [請益] 為何大陸怕資金外逃呢？,0,0,"
"
,1029,2016-12-05 08:30:00,0,[閒聊] 2016/12/05 盤中閒聊,0,0,"
=============105/12/02 台股資訊重點整理，供股民做投資參考=============
"
,23,2016-12-05 01:16:28,0,[新聞] 奧地利總統選舉　極右派敗選,0,0,"
1.原文連結(超過一行或過長必須縮網址)：

"
,81,2016-12-05 22:53:33,0,[新聞] 降當沖交易稅　金管會盼衝量,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,4,2016-12-05 22:21:18,0,"Re: [新聞] 熱門股4714永捷 打入可撓AMOLED,股價飆漲",0,0,"
 引述《tazac (.)》之銘言：
  怒刪~

"
,72,2016-12-05 21:41:48,0,[新聞] 微星遭內資倒貨，法人：逢低找買點,0,0,"
-------------------------------------------------------------------------
1.發文前請先詳閱[新聞]分類發文規範，未依規範發文將受處份。
2.連結過長請善用 "
,53,2016-12-05 20:42:32,0,[其他] 105年12月05日信用交易統計,0,0,"
105年12月05日信用交易統計

項目             買進        賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  272,432    239,726      7,873      8,615,681       8,640,514
融券(交易單位)  36,768     26,855       1,683      507,708         496,112
融資金額(仟元)  4,007,662  3,457,431    109,260    129,624,180     130,065,151


"
,19,2016-12-06 15:03:06,0,Re: [請益] 選擇權手續費,0,0,"
去證券公司開期貨戶本來就比較貴，總是要讓券商也賺一手

不過你也別生氣，如果你會談，請他們調整手續費，"
,70,2016-12-06 14:44:29,0,[其他] 105年12月06日三大法人買賣金額統計表,0,0,"
"
,97,2016-12-06 14:00:39,0,[請益] 當本夢比已到無窮大 還有必要專心經營嗎,0,0,"


最近看了一些生技股

要上市之前總會找一些人站台

說某某藥 接下來會幫公司賺大錢

但反過來看 這些人的成本大約是十元

甚至於更低 當一間20億的公司

因為本夢比 股票市值已達到四百多億

原本成立公司的目的 就是為了賺錢

但其實 不用賺錢 原本的持股就已經賺大錢了

這時候考驗的就是人性

這時候如果經營者開始擺爛了

對於投資者來說 根本就是一場賭局

這樣騙個幾次 也沒有人想繼續投資

台灣的生技股還有未來嗎


--
"
,50,2016-12-07 10:30:15,0,[新聞] 超微傳授權英特爾 GPU 技術，股價飆 8%,0,0,"



1.原文連結(超過一行或過長必須縮網址)：

"
,10,2016-12-07 09:15:14,0,[其他] 亞馬遜智慧揚聲器Echo銷售量超越500萬台,0,0,"
"
,986,2016-12-07 08:33:48,0,[閒聊] 2016/12/07 盤中閒聊,0,0,"

        沒人開

        小弟第一次開

--
"
,18,2016-12-07 21:18:41,0,Re: [心得] 小資第一年投資小心得,0,0,"
"
,49,2016-12-07 20:51:12,0,[請益] 請教有關權證履約,0,0,"
各位前輩好

小弟研究股票有一段時間，最近開始在板上研究權證。目前權證的獲利、風險、各類名詞
都約略了解。



但我還是有一件事情一直無法想通，就是關於權證履約的問題。

大部分的人都說最好不要去履約，也盡量挑履約的日期一百天以上的，因為價值會隨時間
而減少。

但是我在看大立光的認購權證的時候不太懂

"
,29,2016-12-07 20:48:09,0,[其他] 105年12月07日信用交易統計,0,0,"
105年12月07日信用交易統計

項目             買進        賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  269,256     257,145      6,600       8,632,777     8,638,288
融券(交易單位)  25,751      30,187       2,192       497,940       500,184
融資金額(仟元)  4,711,885   4,387,726    91,442      129,807,460   130,040,177


"
,10,2016-12-08 08:36:42,0,[請益] 關於陸股與人民幣,0,0,"
想請教在座的各位，如果認為人民幣或陸股在12月份將暴跌，用什麼投資工具可以獲得最大的利潤？有陸股ETF的選擇權嗎？還是外匯選擇權可以操作的？謝謝

--
"
,1046,2016-12-08 08:30:00,0,[閒聊] 2016/12/08 盤中閒聊,0,0,"
=============105/12/07 台股資訊重點整理，供股民做投資參考=============
"
,163,2016-12-08 07:55:28,0,Re: [標的] 8299 群聯,1,163,"
"
,39,2016-12-08 07:12:33,0,Re: [新聞]  施俊吉：台股重傷劉憶如害的,0,0,"

雖然不是周末 一樣講一個輕鬆的故事

有一個老笑話是這樣的

前蘇俄總書記布里茲涅夫從赫魯雪夫手上接下大位時心裡很惶恐

就向赫魯雪夫請教該如何治理國家?

赫魯雪夫說 不要擔心 我已經在你的辦公桌裡留下了三個信封

只要在你面臨政治危難時依序打開一個 照裡面指示作就行了



不久後布里茲涅夫果然遇到麻煩了 他打開第一個信封 裡面只有一句話



""責怪前任""

他照作 果然順利過關


之後又碰到第二個麻煩 他同樣打開第二個信封 裡面同樣只有一句話

""責怪老美""

他又照作 果然再次順利過關


最後又碰上麻煩了 有了前二次的經驗 布氏信心滿滿 這次一定能過關

打開第三個信封 裡面同樣只有一句話



""準備三個信封""

心得:

1.誰說台灣官員沒才華 我們施大人不就蠻懂得為官之道

2. 看看我們的官員 看看台灣的政壇 不也正是三個信封的寫照

一時有感 版主覺得不妥 馬上自D

--
"
,49,2016-12-08 14:26:40,0,Re: [新聞]  施俊吉：台股重傷劉憶如害的,0,0,"

  有笑有推XD

  但也來發表一下意見: 對本魯這種抱中長期的投資人來說, 我覺得
  把資金趕跑的是配息課稅的問題. 像本魯隨著年資增加, 薪資上升了,
  再加上長期持有的高配息股, 綜所稅率達 20% ~30% (或超過)已經是
  常態..可以想像一下, 本來一檔殖利率 6% 的股票, 股息課了30% 的稅
  之後, 就剩下 4.2% 了. 有收入就課稅這本來沒有問題, 問題在於,
  過去台股非常活絡 (尤其是早年科技股很紅的時候), 大多數
  股票都可以填息, 但現在呢? 配息之後, 很多股票都是貼息的, 導致
  股東領了自己帳面上的錢 (總市值沒變), 還要被課一大筆稅..ooxx..

  別忘了還有2%補充保費和兩稅合一扣抵減半..

  對現金流收入最高的那群來說, 總所稅45% + 補充保費 2% + 兩稅合一
  扣抵減半, 這樣稅率已經在50% 上下..非常驚人.

  所以, 像本魯就決定慢慢淡出台股, 轉戰其它地方的股市了..

  1. 例如說買港股高殖例率股, 買來就算放著, 股息免稅
     (台灣這邊算海外所得, 簡單說加計您原本收入若小於 670 萬台幣,
      不需申報)

  2. 陸股也適用, 但陸股股息好像要課 10%

  3. 美股最近大好, 由於美台沒有租稅協定, 股息會被預扣30%,
     但可以填好文件向IRS 申請退回.

  近日大盤已經快上9,400..融資餘額竟然才只有 1300E..
  就知道台股有多冷了...
  當然台股交易清淡的原因有很多, 這只是一部份原因...
  總之在這種稅制下, 我盡量不長持有台股就是了


"
,1,2016-12-08 14:22:53,0,[其他] GE選出2016年最佳數位化轉型典範公司,0,0,"
GE選出2016年最佳數位化轉型典範公司

"
,50,2016-12-08 14:02:52,0,[公告] WESTONE 遭板主砍文兩篇 警告一次,0,0,"
"
,892,2016-12-08 14:00:00,0,[閒聊] 2016/12/08 盤後閒聊,0,0,"
"
,53,2016-12-08 21:36:00,0,[請益] 1元股票股利=100股的由來,0,0,"
股票的股利分為現金股利與股票股利，
現金股利很直接，就是多少元*股數，
每股1元，買1張，就是1*1000=1000元。

股票股利的計算是1元股票股利=100股（就是要買10張才有新的1張）
2元=200股、0.5元=50股...以此類推。
請問""1元股票股利=100股""的算式，是怎麼算出來的？
是有法規條文白紙黑字？或是約定成俗？

--
"
,6,2016-12-08 21:31:17,0,[請益]熱門股券賣只能設漲停或跌停價,0,0,"
這2天要空一檔標的
設定好價格送出後一直出現委託失敗
大意是熱門股無法自行設定券賣價格
只能掛跌停或漲停價才能委託成功
之前空了幾張都可以自行設定券賣價格
請問這設定的用意是?

--
"
,41,2016-12-08 20:42:49,0,[其他] 105年12月08日信用交易統計,0,0,"
105年12月08日信用交易統計

項目             買進        賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  328,045     297,657      6,897       8,638,286     8,661,777
融券(交易單位)  25,619      40,216       3,753       500,184       511,028
融資金額(仟元)  5,495,265   5,238,169   121,903      130,040,177   130,175,370


"
,130,2016-12-08 20:40:40,0,[新聞] 百股交易可望上路　證交所研擬3方案,0,0,"


1.原文連結(超過一行或過長必須縮網址)：

"
,27,2016-12-09 11:31:11,0,Re: [標的] 儒鴻 聚陽 利勤,1,27,"
看了推文，不免技癢。
叔叔從電子股輸到脫褲，現在電子股只買鴻海集團。
本周玉莖肛叔叔買在98.1

但是對於紡織、油漆、輪胎小有研究，看到就想切磋一下！

"
,9,2016-12-09 10:57:11,0,Re: [標的] 3532 台勝科,1,9,"
這檔今天的量讓人感覺不愉快，決定全部出完，後面給高手享用了。
後續如果有機會跌破45，會再斟酌進場，祝投資順利。


"
,16,2016-12-09 19:55:28,0,[新聞] 中信金控獲利 前11月稅後盈餘264.89億元,0,0,"


1.原文連結(超過一行或過長必須縮網址)：

"
,27,2016-12-09 19:45:37,0,[新聞] 黑天鵝算什麼？就算外星人入侵也不怕,0,0,"


1.原文連結：

"
,18,2016-12-09 19:32:40,0,Re: [標的] 新日興,1,18,"
"
,4,2016-12-09 19:08:54,0,Re: [標的] 8086,1,4,"

"
,8,2016-12-10 12:44:48,0,Re: [請益] 油價上漲為什麼對台塑是利多阿?,0,0,"
"
,121,2016-12-10 10:55:28,0,[新聞]美股「川普行情」繼續燒!道瓊步步逼近2萬,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,0,2016-12-10 10:32:18,0,Re: [請益] 公司營收這樣算多嗎？,0,0,"
"
,152,2016-12-11 03:56:24,0,[請益] 不好意思可以請問一下各位股票達人嗎,0,0,"
事情是這樣的，
前幾年我媽媽要我替她的一位朋友做擔保開設帳戶給他使用，我開設時所使用的印鑑在他
手上，電子信箱帳號密碼也只有他知道。

具體的說法是跟我說他只是用我帳戶去進行抽籤排隊，可以有機會分配到大公司免費的股
票，就連我媽媽和我爸爸也都做擔保。

我家有三個人的帳戶都是那位叔叔在使用，而我的手機偶爾也會收到通知說:[您本月xx銀
行-語音暨網路銀行交易對帳單Email寄送失敗，請確認電子郵件地址與信箱狀態，並撥打
客服專線]

由於電子信箱密碼我也不清楚，心裡也一直從幫他擔保給他自由使用我的帳戶那天開始就
一直有個疙瘩存在。

在這邊可以冒昧請問一下股票達人們這有風險嗎?
最嚴重的後果是什麼？
因為我是真心替我的家人和自己擔心

--
"
,68,2016-12-11 00:28:07,0,[請益] 近年掉很大的股票,0,0,"
只是純問題文   有一陣子不見的朋友先前突然苦哈哈的說股票賠一堆  想借錢

從300變28塊  可是我翻了翻沒印象有這隻股   不知道有無神人知道?

--
"
,14,2016-12-11 00:16:13,0,Re: [標的] 中壽,1,14,"
這支在12/5前的日K小弟覺得超完美的

基本技術籌碼都不錯

不過12/6開盤5分鐘後開始瀉...

12/7跌破停損點34 不過來不及賣 XD

12/8一早看到瑞信與大摩降評消息
理由是短線漲多...  不過當天小漲0.15收

12/9又狂瀉4%


不過看買賣超排行

這兩間顯然心口不一

12/8、12/9瑞信買超均第一
大摩12/9買超第二

其中瑞信連三天買超超過8100張

12/9收盤後中壽公布11月營收 年增25%

好奇明天瑞信會怎麼演出...


"
,8,2016-12-12 09:22:23,0,Re: [其他] 蘋果iPhone『美國製造』成本增加80~90美,0,0,"

        其實要搬回美國製造也不是什麼天方夜譚的想法

        鴻海本來在德州El Paso和隔一條Rio Grande的墨西哥邊境大城華勒斯

        都有設廠, 據瞭解目前El Paso以辦工室為主, 華勒斯主司生產

        如果要加一個iphone生產線, 在El Paso蓋個新廠房

        El Paso的土地相當容易取得, 把機器人不方便加工的東西

        都丟去墨西哥用人工做, 運回El Paso的機器人工廠接著做

        最後從那邊出廠就是Made in USA啦

--
"
,897,2016-12-12 08:30:00,0,[閒聊] 2016/12/12 盤中閒聊,0,0,"
=============105/12/09 台股資訊重點整理，供股民做投資參考=============
"
,19,2016-12-12 07:03:57,0,Re: [其他] 蘋果iPhone『美國製造』成本增加80~90美,0,0,"
"
,13,2016-12-12 01:38:34,0,Re: [請益] 新手推薦書單,0,0,"
沒想到能在股版釣到同好
既然U大提到了Joel Greenblatt和Bruce Greenwald
那我再稍微補充一下



Joel Greenblatt創了一個網路論壇
叫Value Investors Club (VIC)
"
,14,2016-12-12 21:59:25,0,[其他] S&P 500 現在本益比其實不高?,0,0,"


"
,25,2016-12-12 21:11:08,0,[新聞] 彩晶超薄、觸控面板 明年生產占比拚逾25%,0,0,"

1.原文連結(超過一行或過長必須縮網址)："
,43,2016-12-12 20:48:53,0,[其他] 105年12月12日信用交易統計,0,0,"
105年12月12日信用交易統計

項目             買進        賣出     現金(券)償還    前日餘額     今日餘額

融資(交易單位)  325,797     325,454      12,659      8,620,050     8,607,734
融券(交易單位)  36,433      24,999       5,466       511,435       494,535
融資金額(仟元)  5,416,636   5,364,467    145,580     130,004,284   129,910,873


"
,5,2016-12-13 12:02:35,0,[新聞] 越鋼投產 台塑貨運搶搭順風車,0,0,"
1.原文連結(超過一行或過長必須縮網址)：
"
,44,2016-12-13 11:43:00,0,Re: [標的] 大盤 多,1,44,"
基本上我的看法是這樣：
"
,44,2016-12-14 04:42:34,0,[新聞] 郭董好神 入主不到150天夏普股價創20個,0,0,"
1.原文連結(超過一行或過長必須縮網址)："
,10,2016-12-14 02:45:40,0,Re: [新聞] 當沖擬降稅 施俊吉：有助台股量能 令人,0,0,"
"
,104,2016-12-13 23:30:27,0,[公告] cpy5740 違反板規4-7 水桶十年,0,0,"
"
